1,1
2,50
3,48
4,5
T5,36
T5,29
T5,60
T5,48
T9,16
T9,37
T9,12
T9,13
T9,56
T9,31
T9,38
T9,26
T17,18
T17,2
T17,23
T17,4
T17,59
T17,6
T17,24
T17,49
T17,8
T17,25
T17,30
T17,46
T17,19
T17,55
T17,61
T17,15
T17,43
T34,53
T34,62
T34,3
T34,63
T34,17
T34,44
T34,34
T34,58
T34,64
T34,39
T34,10
T34,27
T34,45
T34,51
T34,47
T34,14
T34,57
T34,20
T52,35
T52,40
T52,42
T52,33
T52,22
T52,7
T52,21
T52,9
T52,11
T52,32
T52,41
T52,28
T52,52
